level,city,town,name,Life expectancy_2010-2015,Any disability_2021,Mobility disability_2021,Coronary heart disease_2021,Current asthma_2021,Diabetes_2021,High blood pressure_2021,Annual checkup_2021,Dental visit_2020,Health insurance_2021,Current smoking_2021,Sleep <7 hours_2020
town,NA,NA,Groton,79.3,0.24,0.09,0.05,0.11,0.08,0.26,0.75,0.71,0.07,0.14,0.34
town,NA,NA,Guilford,83.3,0.2,0.09,0.05,0.1,0.08,0.31,0.77,0.8,0.04,0.11,0.31
town,NA,NA,Haddam,83.4,0.21,0.1,0.05,0.11,0.09,0.29,0.78,0.76,0.05,0.13,0.3
town,NA,NA,Hamden,80.1,0.23,0.1,0.05,0.11,0.09,0.29,0.76,0.74,0.06,0.12,0.35
town,NA,NA,Hampton,83.6,0.26,0.12,0.06,0.11,0.1,0.32,0.76,0.74,0.05,0.15,0.33
town,NA,NA,Hartford,77.1,0.37,0.17,0.06,0.14,0.15,0.35,0.76,0.52,0.18,0.2,0.41
town,NA,NA,Hartland,83.1,0.25,0.11,0.06,0.12,0.09,0.32,0.77,0.74,0.05,0.14,0.33
town,NA,NA,Harwinton,83.3,0.22,0.1,0.05,0.1,0.08,0.29,0.75,0.75,0.05,0.12,0.31
town,NA,NA,Hebron,84.3,0.19,0.08,0.04,0.11,0.08,0.28,0.78,0.77,0.04,0.12,0.32
town,NA,NA,Kent,81.6,0.23,0.11,0.06,0.1,0.09,0.31,0.76,0.75,0.05,0.11,0.3
town,NA,NA,Killingly,78.2,0.3,0.14,0.06,0.12,0.1,0.32,0.74,0.67,0.08,0.19,0.35
town,NA,NA,Killingworth,84.5,0.2,0.09,0.05,0.1,0.09,0.3,0.8,0.78,0.04,0.11,0.29
town,NA,NA,Lebanon,79.8,0.23,0.1,0.05,0.11,0.09,0.28,0.77,0.75,0.05,0.15,0.34
town,NA,NA,Ledyard,81.8,0.22,0.09,0.05,0.11,0.08,0.27,0.77,0.77,0.05,0.13,0.33
town,NA,NA,Lisbon,81.2,0.23,0.1,0.05,0.11,0.09,0.28,0.77,0.76,0.05,0.14,0.33
town,NA,NA,Litchfield,81,0.24,0.12,0.06,0.1,0.09,0.31,0.76,0.74,0.05,0.12,0.31
town,NA,NA,Lyme,82.3,0.22,0.1,0.06,0.1,0.1,0.32,0.81,0.81,0.04,0.1,0.29
town,NA,NA,Madison,82.6,0.2,0.09,0.05,0.1,0.08,0.31,0.78,0.81,0.03,0.1,0.31
town,NA,NA,Manchester,79.5,0.26,0.11,0.05,0.12,0.09,0.3,0.76,0.7,0.07,0.13,0.34
town,NA,NA,Mansfield,82.4,0.29,0.07,0.03,0.13,0.06,0.21,0.74,0.63,0.08,0.13,0.35
town,NA,NA,Marlborough,77.9,0.22,0.1,0.05,0.11,0.09,0.31,0.78,0.76,0.04,0.12,0.32
town,NA,NA,Meriden,78.9,0.27,0.12,0.05,0.11,0.1,0.3,0.74,0.67,0.11,0.17,0.37
town,NA,NA,Middlebury,85.4,0.21,0.09,0.05,0.1,0.08,0.3,0.77,0.79,0.04,0.12,0.32
town,NA,NA,Middlefield,82.2,0.23,0.11,0.06,0.11,0.09,0.3,0.78,0.74,0.05,0.14,0.3
town,NA,NA,Middletown,78.7,0.25,0.11,0.05,0.11,0.09,0.28,0.77,0.7,0.07,0.14,0.32
town,NA,NA,Milford,80.2,0.22,0.1,0.05,0.1,0.08,0.3,0.76,0.76,0.05,0.13,0.33
town,NA,NA,Monroe,81.6,0.18,0.09,0.05,0.1,0.07,0.26,0.73,0.77,0.05,0.11,0.3
town,NA,NA,Montville,81.5,0.25,0.1,0.05,0.11,0.09,0.29,0.76,0.71,0.08,0.16,0.35
town,NA,NA,Morris,78.6,0.23,0.1,0.06,0.1,0.09,0.29,0.75,0.74,0.05,0.12,0.32
town,NA,NA,Naugatuck,80,0.24,0.1,0.05,0.11,0.08,0.29,0.74,0.71,0.07,0.16,0.36
town,NA,NA,New Britain,76.6,0.35,0.15,0.06,0.13,0.12,0.32,0.75,0.58,0.15,0.18,0.37
town,NA,NA,New Canaan,85.1,0.16,0.08,0.05,0.09,0.07,0.26,0.75,0.81,0.03,0.08,0.27
town,NA,NA,New Fairfield,82.9,0.18,0.08,0.04,0.1,0.07,0.25,0.73,0.77,0.05,0.11,0.3
town,NA,NA,New Hartford,83.1,0.19,0.09,0.04,0.1,0.07,0.26,0.74,0.77,0.04,0.11,0.31
town,NA,NA,New Haven,78.2,0.3,0.14,0.05,0.12,0.12,0.31,0.74,0.59,0.14,0.19,0.4
town,NA,NA,New London,77.2,0.31,0.12,0.05,0.13,0.11,0.28,0.75,0.62,0.13,0.18,0.37
town,NA,NA,New Milford,81,0.21,0.1,0.05,0.1,0.08,0.27,0.74,0.73,0.06,0.12,0.32
town,NA,NA,Newington,81.1,0.26,0.12,0.06,0.11,0.1,0.32,0.78,0.73,0.06,0.12,0.33
town,NA,NA,Newtown,82.8,0.17,0.08,0.04,0.1,0.07,0.25,0.73,0.78,0.05,0.1,0.29
town,NA,NA,Norfolk,85.6,0.24,0.12,0.06,0.1,0.09,0.32,0.76,0.74,0.05,0.12,0.31
town,NA,NA,North Branford,80.8,0.23,0.11,0.05,0.1,0.09,0.31,0.76,0.76,0.05,0.14,0.33
town,NA,NA,North Canaan,74.4,0.28,0.13,0.07,0.11,0.1,0.31,0.74,0.67,0.08,0.15,0.33
town,NA,NA,North Haven,82.7,0.23,0.1,0.06,0.1,0.09,0.32,0.77,0.77,0.05,0.12,0.33
town,NA,NA,North Stonington,79.9,0.24,0.1,0.06,0.11,0.1,0.3,0.78,0.75,0.05,0.15,0.33
town,NA,NA,Norwalk,82.6,0.21,0.1,0.05,0.1,0.08,0.26,0.72,0.7,0.1,0.12,0.32
town,NA,NA,Norwich,77.4,0.29,0.13,0.06,0.12,0.11,0.3,0.77,0.66,0.1,0.18,0.37
town,NA,NA,Old Lyme,82.2,0.23,0.1,0.06,0.1,0.1,0.32,0.8,0.79,0.04,0.11,0.3
town,NA,NA,Old Saybrook,80.2,0.24,0.12,0.07,0.1,0.1,0.34,0.81,0.77,0.04,0.11,0.28
town,NA,NA,Orange,83.4,0.2,0.09,0.05,0.1,0.08,0.31,0.78,0.8,0.04,0.1,0.31
town,NA,NA,Oxford,82.1,0.21,0.09,0.05,0.1,0.08,0.3,0.75,0.77,0.05,0.14,0.34
town,NA,NA,Plainfield,79.3,0.3,0.14,0.06,0.12,0.1,0.31,0.74,0.67,0.08,0.2,0.35
town,NA,NA,Plainville,79.4,0.27,0.12,0.06,0.12,0.1,0.32,0.76,0.7,0.07,0.15,0.34
town,NA,NA,Plymouth,78.2,0.23,0.1,0.05,0.1,0.08,0.28,0.73,0.71,0.06,0.14,0.33
town,NA,NA,Portland,81.9,0.23,0.11,0.05,0.11,0.09,0.3,0.78,0.74,0.05,0.14,0.3
town,NA,NA,Preston,79,0.26,0.12,0.06,0.11,0.1,0.32,0.78,0.73,0.06,0.16,0.34
town,NA,NA,Prospect,81.8,0.21,0.09,0.05,0.1,0.08,0.29,0.76,0.77,0.05,0.13,0.33
town,NA,NA,Putnam,77,0.29,0.13,0.06,0.12,0.1,0.31,0.75,0.7,0.07,0.17,0.34
town,NA,NA,Redding,84.5,0.18,0.09,0.05,0.1,0.07,0.28,0.76,0.8,0.04,0.09,0.28
town,NA,NA,Ridgefield,82.8,0.16,0.07,0.04,0.09,0.07,0.25,0.75,0.82,0.03,0.08,0.27
town,NA,NA,Rocky Hill,79.8,0.24,0.11,0.06,0.11,0.09,0.32,0.78,0.75,0.05,0.11,0.32
town,NA,NA,Salem,83.7,0.19,0.07,0.04,0.1,0.07,0.26,0.77,0.79,0.04,0.12,0.32
town,NA,NA,Salisbury,79.5,0.23,0.12,0.07,0.1,0.1,0.33,0.78,0.76,0.04,0.1,0.29
town,NA,NA,Scotland,80.3,0.25,0.12,0.05,0.11,0.09,0.31,0.75,0.73,0.06,0.16,0.34
town,NA,NA,Seymour,78.5,0.24,0.11,0.05,0.11,0.09,0.3,0.75,0.73,0.06,0.15,0.35
town,NA,NA,Sharon,81.1,0.26,0.14,0.07,0.1,0.11,0.35,0.78,0.72,0.05,0.13,0.31
town,NA,NA,Shelton,81.3,0.2,0.1,0.05,0.1,0.08,0.27,0.73,0.75,0.06,0.11,0.3
town,NA,NA,Sherman,81.8,0.18,0.09,0.05,0.1,0.07,0.28,0.75,0.79,0.04,0.1,0.29
town,NA,NA,Simsbury,82.5,0.21,0.09,0.05,0.11,0.08,0.3,0.79,0.79,0.03,0.09,0.3
town,NA,NA,Somers,81.5,0.22,0.09,0.05,0.1,0.08,0.29,0.77,0.72,0.07,0.13,0.34
town,NA,NA,South Windsor,81.2,0.23,0.1,0.05,0.11,0.09,0.31,0.78,0.76,0.04,0.11,0.32
town,NA,NA,Southbury,81.5,0.25,0.12,0.07,0.1,0.1,0.35,0.79,0.78,0.04,0.11,0.31
town,NA,NA,Southington,80.6,0.25,0.11,0.06,0.11,0.09,0.32,0.78,0.75,0.05,0.12,0.32
town,NA,NA,Sprague,80.3,0.25,0.1,0.05,0.12,0.09,0.28,0.76,0.71,0.07,0.17,0.35
town,NA,NA,Stafford,78,0.25,0.11,0.05,0.11,0.09,0.3,0.77,0.7,0.06,0.16,0.34
town,NA,NA,Stamford,81.9,0.21,0.09,0.04,0.1,0.08,0.25,0.72,0.71,0.1,0.11,0.32
town,NA,NA,Sterling,81.6,0.25,0.11,0.04,0.11,0.09,0.28,0.73,0.71,0.06,0.18,0.35
town,NA,NA,Stonington,84.1,0.24,0.11,0.06,0.11,0.1,0.31,0.79,0.77,0.05,0.13,0.31
town,NA,NA,Stratford,79.7,0.22,0.11,0.05,0.11,0.08,0.29,0.74,0.72,0.08,0.13,0.32
town,NA,NA,Suffield,81,0.23,0.09,0.05,0.11,0.08,0.3,0.76,0.74,0.06,0.12,0.33
town,NA,NA,Thomaston,80.3,0.23,0.11,0.05,0.1,0.08,0.28,0.74,0.71,0.06,0.14,0.33
town,NA,NA,Thompson,80.7,0.26,0.12,0.05,0.11,0.09,0.31,0.75,0.73,0.06,0.16,0.33
town,NA,NA,Tolland,81.4,0.19,0.08,0.04,0.1,0.08,0.28,0.78,0.77,0.04,0.12,0.32
town,NA,NA,Torrington,77.8,0.27,0.13,0.06,0.11,0.1,0.3,0.74,0.66,0.08,0.16,0.34
town,NA,NA,Trumbull,82.4,0.19,0.09,0.05,0.1,0.07,0.27,0.75,0.78,0.05,0.1,0.29
town,NA,NA,Union,81.5,0.24,0.1,0.06,0.11,0.09,0.31,0.78,0.72,0.06,0.15,0.34
town,NA,NA,Vernon,78.9,0.25,0.11,0.05,0.11,0.09,0.3,0.77,0.69,0.07,0.15,0.34
town,NA,NA,Voluntown,84.4,0.24,0.1,0.05,0.11,0.09,0.29,0.77,0.73,0.06,0.17,0.35
town,NA,NA,Wallingford,80.8,0.23,0.1,0.05,0.1,0.08,0.3,0.75,0.75,0.06,0.14,0.34
town,NA,NA,Washington,82.6,0.22,0.11,0.06,0.1,0.09,0.31,0.77,0.76,0.04,0.1,0.3
town,NA,NA,Waterbury,76.8,0.34,0.16,0.06,0.12,0.13,0.34,0.74,0.58,0.15,0.22,0.4
town,NA,NA,Waterford,79.4,0.25,0.11,0.06,0.11,0.1,0.31,0.79,0.76,0.05,0.13,0.32
town,NA,NA,Watertown,80.1,0.23,0.11,0.06,0.1,0.09,0.29,0.74,0.72,0.06,0.13,0.32
town,NA,NA,West Hartford,82.4,0.23,0.1,0.05,0.11,0.09,0.31,0.78,0.77,0.05,0.09,0.31
town,NA,NA,West Haven,77.8,0.27,0.12,0.05,0.11,0.1,0.3,0.74,0.67,0.09,0.17,0.38
town,NA,NA,Westbrook,82.4,0.23,0.1,0.06,0.1,0.09,0.31,0.79,0.76,0.05,0.12,0.29
town,NA,NA,Weston,86.5,0.15,0.07,0.04,0.1,0.07,0.25,0.75,0.82,0.03,0.08,0.28
town,NA,NA,Westport,85.4,0.16,0.08,0.05,0.09,0.07,0.27,0.76,0.81,0.03,0.08,0.27
town,NA,NA,Wethersfield,82.2,0.26,0.12,0.06,0.11,0.1,0.33,0.79,0.75,0.05,0.11,0.32
town,NA,NA,Willington,80.6,0.23,0.09,0.05,0.11,0.08,0.27,0.76,0.71,0.06,0.14,0.33
town,NA,NA,Wilton,82.1,0.16,0.08,0.04,0.09,0.07,0.26,0.75,0.81,0.04,0.08,0.27
town,NA,NA,Winchester,79.6,0.27,0.13,0.06,0.11,0.1,0.31,0.74,0.67,0.07,0.16,0.34
town,NA,NA,Windham,77.5,0.34,0.15,0.05,0.12,0.11,0.29,0.73,0.6,0.14,0.18,0.36
town,NA,NA,Windsor,80.1,0.25,0.12,0.05,0.12,0.11,0.35,0.8,0.72,0.06,0.12,0.36
town,NA,NA,Windsor Locks,79.1,0.27,0.12,0.06,0.12,0.1,0.33,0.77,0.7,0.06,0.15,0.34
town,NA,NA,Wolcott,79.4,0.23,0.1,0.05,0.11,0.08,0.3,0.75,0.75,0.05,0.14,0.34
town,NA,NA,Woodbridge,81.1,0.2,0.09,0.05,0.09,0.09,0.31,0.78,0.81,0.03,0.09,0.3
town,NA,NA,Woodbury,84.5,0.22,0.1,0.06,0.1,0.09,0.29,0.76,0.75,0.05,0.11,0.31
town,NA,NA,Woodstock,82.6,0.23,0.11,0.05,0.11,0.09,0.3,0.76,0.76,0.05,0.13,0.32
tract,NA,NA,09001010101,81,0.2,0.1,0.06,0.09,0.08,0.3,0.77,0.8,0.04,0.08,0.27
tract,NA,NA,09001010102,85.5,0.15,0.07,0.05,0.09,0.07,0.26,0.76,0.83,0.03,0.07,0.27
tract,NA,NA,09001010201,82.1,0.19,0.09,0.06,0.1,0.08,0.28,0.76,0.8,0.04,0.08,0.27
tract,NA,NA,09001010202,84.1,0.16,0.08,0.04,0.09,0.07,0.26,0.74,0.8,0.04,0.08,0.28
tract,NA,NA,09001010300,85.3,0.16,0.08,0.05,0.09,0.07,0.26,0.76,0.82,0.03,0.07,0.26
tract,NA,NA,09001010400,82.4,0.2,0.1,0.05,0.1,0.08,0.27,0.74,0.76,0.06,0.1,0.29
tract,NA,NA,09001010500,83,0.21,0.1,0.05,0.1,0.08,0.26,0.72,0.71,0.08,0.12,0.32
tract,NA,NA,09001010600,82.6,0.19,0.09,0.05,0.1,0.07,0.26,0.73,0.76,0.06,0.09,0.29
tract,NA,NA,09001010700,85.4,0.24,0.12,0.06,0.1,0.1,0.31,0.76,0.73,0.07,0.11,0.29
tract,NA,NA,09001010800,84.2,0.17,0.08,0.05,0.1,0.07,0.25,0.73,0.78,0.05,0.09,0.29
tract,NA,NA,09001010900,84.4,0.17,0.08,0.04,0.09,0.07,0.25,0.74,0.79,0.05,0.09,0.29
tract,NA,NA,09001011000,85.5,0.15,0.07,0.04,0.09,0.06,0.24,0.74,0.82,0.04,0.08,0.27
tract,NA,NA,09001011100,84,0.16,0.08,0.05,0.09,0.07,0.26,0.75,0.82,0.04,0.07,0.27
tract,NA,NA,09001011200,88.8,0.19,0.09,0.06,0.1,0.08,0.29,0.76,0.8,0.04,0.08,0.27
tract,NA,NA,09001011300,83.8,0.22,0.1,0.05,0.1,0.08,0.25,0.71,0.69,0.11,0.13,0.32
tract,NA,NA,09001020100,80.8,0.23,0.12,0.06,0.1,0.1,0.3,0.74,0.69,0.09,0.11,0.32
tract,NA,NA,09001020200,84.1,0.16,0.07,0.05,0.09,0.07,0.27,0.76,0.82,0.03,0.07,0.27
tract,NA,NA,09001020300,86,0.16,0.08,0.05,0.09,0.07,0.26,0.75,0.81,0.04,0.08,0.28
tract,NA,NA,09001020400,88.4,0.17,0.08,0.05,0.09,0.07,0.27,0.75,0.8,0.04,0.09,0.28
tract,NA,NA,09001020500,85.4,0.18,0.09,0.05,0.09,0.07,0.28,0.76,0.8,0.04,0.08,0.27
tract,NA,NA,09001020600,82.9,0.18,0.08,0.04,0.1,0.07,0.25,0.73,0.78,0.06,0.09,0.3
tract,NA,NA,09001020700,81.5,0.2,0.1,0.06,0.1,0.08,0.28,0.75,0.77,0.05,0.1,0.28
tract,NA,NA,09001020800,84.3,0.16,0.07,0.04,0.09,0.06,0.24,0.73,0.8,0.04,0.08,0.28
tract,NA,NA,09001020900,81.8,0.21,0.1,0.04,0.1,0.08,0.25,0.71,0.69,0.09,0.14,0.33
tract,NA,NA,09001021000,81.8,0.17,0.08,0.04,0.1,0.07,0.24,0.72,0.77,0.06,0.1,0.3
tract,NA,NA,09001021100,81.3,0.2,0.09,0.04,0.1,0.07,0.23,0.71,0.71,0.09,0.12,0.31
tract,NA,NA,09001021200,84,0.18,0.09,0.05,0.1,0.07,0.26,0.74,0.77,0.05,0.09,0.29
tract,NA,NA,09001021300,84.1,0.19,0.08,0.04,0.1,0.07,0.24,0.72,0.73,0.09,0.11,0.32
tract,NA,NA,09001021400,79.3,0.3,0.15,0.06,0.11,0.11,0.3,0.73,0.58,0.17,0.15,0.36
tract,NA,NA,09001021500,76.9,0.3,0.14,0.04,0.12,0.11,0.27,0.69,0.52,0.23,0.19,0.39
tract,NA,NA,09001021600,81.1,0.16,0.06,0.03,0.09,0.05,0.19,0.68,0.71,0.07,0.09,0.32
tract,NA,NA,09001021700,81.4,0.17,0.07,0.03,0.1,0.06,0.2,0.69,0.7,0.08,0.1,0.32
tract,NA,NA,09001021801,81,0.21,0.1,0.04,0.1,0.08,0.25,0.72,0.7,0.09,0.12,0.32
tract,NA,NA,09001021802,81.3,0.25,0.12,0.05,0.11,0.1,0.28,0.73,0.65,0.13,0.14,0.34
tract,NA,NA,09001021900,82.3,0.2,0.09,0.04,0.1,0.07,0.24,0.71,0.72,0.1,0.12,0.32
tract,NA,NA,09001022000,77.7,0.23,0.1,0.04,0.11,0.08,0.25,0.7,0.66,0.13,0.14,0.34
tract,NA,NA,09001022100,82,0.26,0.12,0.05,0.11,0.09,0.26,0.7,0.61,0.18,0.15,0.34
tract,NA,NA,09001022200,78.1,0.2,0.08,0.03,0.1,0.07,0.21,0.68,0.66,0.15,0.11,0.33
tract,NA,NA,09001022300,79.1,0.24,0.11,0.05,0.11,0.1,0.27,0.71,0.63,0.14,0.14,0.35
tract,NA,NA,09001022400,84.2,0.15,0.07,0.04,0.09,0.06,0.25,0.74,0.82,0.03,0.07,0.27
tract,NA,NA,09001030100,83.9,0.14,0.07,0.04,0.09,0.06,0.24,0.74,0.83,0.03,0.07,0.27
tract,NA,NA,09001030200,83.2,0.14,0.06,0.04,0.09,0.06,0.23,0.74,0.83,0.03,0.07,0.27
tract,NA,NA,09001030300,83.3,0.14,0.06,0.04,0.09,0.06,0.24,0.75,0.85,0.03,0.06,0.26
tract,NA,NA,09001030400,83.6,0.16,0.08,0.04,0.09,0.06,0.24,0.73,0.8,0.04,0.09,0.28
tract,NA,NA,09001030500,83,0.16,0.07,0.04,0.1,0.06,0.23,0.73,0.79,0.04,0.09,0.29
tract,NA,NA,09001035100,86.4,0.18,0.09,0.05,0.1,0.07,0.27,0.75,0.8,0.04,0.08,0.28
tract,NA,NA,09001035300,82.6,0.16,0.07,0.04,0.1,0.06,0.26,0.75,0.82,0.03,0.08,0.27
tract,NA,NA,09001035400,85.1,0.15,0.07,0.04,0.1,0.06,0.25,0.74,0.82,0.03,0.08,0.27
tract,NA,NA,09001042500,84.8,0.19,0.09,0.05,0.1,0.08,0.28,0.75,0.78,0.05,0.1,0.29
tract,NA,NA,09001042600,87,0.19,0.09,0.05,0.1,0.08,0.26,0.73,0.76,0.06,0.11,0.3
tract,NA,NA,09001042700,81.5,0.19,0.09,0.04,0.1,0.07,0.25,0.72,0.74,0.07,0.11,0.3
tract,NA,NA,09001042800,79.7,0.2,0.1,0.05,0.1,0.08,0.27,0.73,0.74,0.07,0.11,0.31
tract,NA,NA,09001042900,86,0.17,0.09,0.05,0.1,0.07,0.26,0.74,0.79,0.05,0.09,0.28
tract,NA,NA,09001043000,82.2,0.22,0.11,0.05,0.1,0.09,0.28,0.73,0.72,0.07,0.12,0.31
tract,NA,NA,09001043100,85.3,0.18,0.09,0.05,0.1,0.07,0.26,0.74,0.77,0.06,0.1,0.3
tract,NA,NA,09001043200,84.2,0.24,0.11,0.05,0.11,0.09,0.27,0.72,0.68,0.11,0.14,0.33
tract,NA,NA,09001043300,81.8,0.2,0.09,0.04,0.1,0.08,0.25,0.72,0.72,0.09,0.12,0.32
tract,NA,NA,09001043400,79.3,0.21,0.09,0.04,0.11,0.07,0.23,0.69,0.67,0.12,0.13,0.34
tract,NA,NA,09001043500,83.7,0.2,0.1,0.05,0.1,0.08,0.27,0.74,0.74,0.07,0.11,0.3
tract,NA,NA,09001043600,87.9,0.19,0.09,0.05,0.1,0.07,0.26,0.73,0.75,0.07,0.1,0.3
tract,NA,NA,09001043700,76.9,0.2,0.09,0.04,0.1,0.08,0.23,0.7,0.69,0.12,0.11,0.33
tract,NA,NA,09001043800,80,0.21,0.1,0.04,0.1,0.08,0.25,0.71,0.67,0.11,0.13,0.34
tract,NA,NA,09001043900,85.5,0.22,0.1,0.05,0.1,0.08,0.27,0.73,0.71,0.09,0.13,0.32
tract,NA,NA,09001044100,79.8,0.23,0.1,0.04,0.11,0.09,0.24,0.69,0.62,0.14,0.14,0.35
tract,NA,NA,09001044200,79.3,0.23,0.1,0.04,0.1,0.08,0.25,0.7,0.66,0.12,0.14,0.33
tract,NA,NA,09001044300,85.1,0.21,0.1,0.05,0.1,0.08,0.27,0.73,0.73,0.07,0.12,0.3
tract,NA,NA,09001044400,82.9,0.26,0.12,0.04,0.12,0.1,0.28,0.71,0.61,0.16,0.16,0.36
tract,NA,NA,09001044500,76.3,0.28,0.12,0.04,0.12,0.1,0.26,0.69,0.54,0.22,0.17,0.38
tract,NA,NA,09001044600,86.1,0.16,0.07,0.05,0.09,0.07,0.26,0.75,0.82,0.03,0.08,0.27
tract,NA,NA,09001045101,84,0.15,0.07,0.04,0.1,0.06,0.24,0.74,0.82,0.03,0.08,0.27
tract,NA,NA,09001045102,81.6,0.17,0.08,0.05,0.09,0.07,0.27,0.75,0.8,0.04,0.09,0.28
tract,NA,NA,09001045200,78.5,0.17,0.08,0.05,0.1,0.07,0.26,0.75,0.8,0.04,0.08,0.27
tract,NA,NA,09001045400,83,0.16,0.07,0.04,0.09,0.07,0.26,0.75,0.82,0.03,0.08,0.27
tract,NA,NA,09001050100,89.1,0.16,0.08,0.05,0.09,0.07,0.27,0.76,0.82,0.03,0.07,0.27
tract,NA,NA,09001050200,85,0.15,0.07,0.04,0.09,0.06,0.25,0.75,0.83,0.03,0.07,0.27
tract,NA,NA,09001050300,85.5,0.17,0.08,0.05,0.09,0.07,0.27,0.76,0.81,0.04,0.08,0.27
tract,NA,NA,09001050400,82.1,0.18,0.09,0.05,0.09,0.07,0.28,0.76,0.8,0.04,0.08,0.27
tract,NA,NA,09001050500,86.4,0.18,0.09,0.05,0.1,0.07,0.27,0.75,0.79,0.04,0.09,0.28
tract,NA,NA,09001050600,82.3,0.16,0.08,0.05,0.09,0.07,0.27,0.76,0.82,0.03,0.07,0.27
tract,NA,NA,09001055100,86.8,0.15,0.07,0.04,0.1,0.07,0.25,0.74,0.81,0.04,0.08,0.28
tract,NA,NA,09001055200,86.2,0.15,0.07,0.04,0.09,0.07,0.26,0.75,0.82,0.03,0.08,0.27
tract,NA,NA,09001060100,79.6,0.24,0.11,0.06,0.1,0.07,0.28,0.75,0.76,0.06,0.09,0.27
tract,NA,NA,09001060200,83.3,0.18,0.09,0.05,0.1,0.07,0.27,0.75,0.79,0.04,0.09,0.28
tract,NA,NA,09001060300,84.1,0.16,0.07,0.04,0.09,0.07,0.26,0.75,0.82,0.04,0.08,0.27
tract,NA,NA,09001060400,84.9,0.14,0.07,0.04,0.09,0.06,0.25,0.75,0.84,0.03,0.07,0.27
tract,NA,NA,09001060500,82,0.17,0.08,0.05,0.09,0.07,0.26,0.75,0.81,0.04,0.08,0.27
tract,NA,NA,09001060600,82.9,0.18,0.09,0.05,0.09,0.07,0.28,0.76,0.81,0.04,0.08,0.27
tract,NA,NA,09001060700,81.3,0.17,0.06,0.03,0.1,0.04,0.18,0.7,0.8,0.05,0.08,0.27
tract,NA,NA,09001060800,83.2,0.15,0.07,0.04,0.09,0.06,0.24,0.74,0.82,0.03,0.08,0.28
tract,NA,NA,09001060900,85.1,0.18,0.09,0.05,0.1,0.07,0.26,0.74,0.79,0.05,0.1,0.28
tract,NA,NA,09001061000,81.8,0.22,0.11,0.06,0.1,0.08,0.29,0.74,0.74,0.06,0.12,0.3
tract,NA,NA,09001061100,83.2,0.16,0.07,0.04,0.1,0.06,0.23,0.73,0.8,0.04,0.09,0.28
tract,NA,NA,09001061200,79.9,0.22,0.1,0.05,0.11,0.08,0.26,0.72,0.7,0.08,0.14,0.32
tract,NA,NA,09001061300,79.9,0.19,0.09,0.04,0.1,0.07,0.24,0.71,0.73,0.07,0.12,0.31
tract,NA,NA,09001061400,81.8,0.19,0.08,0.04,0.1,0.06,0.22,0.7,0.71,0.08,0.12,0.32
tract,NA,NA,09001061500,81.3,0.16,0.07,0.04,0.1,0.06,0.22,0.72,0.8,0.04,0.08,0.28
tract,NA,NA,09001061600,82.4,0.18,0.08,0.05,0.1,0.07,0.25,0.73,0.79,0.04,0.09,0.28
tract,NA,NA,09001070100,81.9,0.21,0.09,0.04,0.11,0.07,0.24,0.7,0.7,0.09,0.12,0.31
tract,NA,NA,09001070200,78.9,0.27,0.13,0.05,0.12,0.11,0.28,0.7,0.58,0.17,0.17,0.37
tract,NA,NA,09001070400,81.4,0.22,0.07,0.03,0.11,0.06,0.19,0.69,0.63,0.1,0.12,0.35
tract,NA,NA,09001070500,78,0.27,0.11,0.03,0.12,0.09,0.23,0.68,0.54,0.16,0.16,0.37
tract,NA,NA,09001070600,73.4,0.3,0.15,0.06,0.12,0.13,0.31,0.73,0.56,0.16,0.17,0.37
tract,NA,NA,09001070900,70.4,0.38,0.2,0.07,0.13,0.16,0.33,0.71,0.44,0.27,0.23,0.4
tract,NA,NA,09001071000,75.6,0.3,0.14,0.04,0.12,0.11,0.27,0.7,0.52,0.22,0.19,0.39
tract,NA,NA,09001071100,78.3,0.32,0.15,0.05,0.13,0.12,0.3,0.7,0.5,0.21,0.2,0.4
tract,NA,NA,09001071200,75.6,0.36,0.18,0.06,0.13,0.15,0.33,0.71,0.46,0.23,0.23,0.41
tract,NA,NA,09001071300,77.8,0.35,0.18,0.06,0.13,0.14,0.32,0.71,0.46,0.24,0.23,0.41
tract,NA,NA,09001071400,74.1,0.36,0.16,0.05,0.13,0.12,0.28,0.67,0.45,0.28,0.24,0.4
tract,NA,NA,09001071600,75.6,0.4,0.18,0.05,0.15,0.13,0.29,0.68,0.39,0.3,0.27,0.42
tract,NA,NA,09001071900,78.3,0.31,0.13,0.04,0.12,0.1,0.27,0.68,0.5,0.21,0.22,0.4
tract,NA,NA,09001072000,78.3,0.25,0.11,0.04,0.12,0.09,0.25,0.7,0.61,0.15,0.16,0.37
tract,NA,NA,09001072100,82.7,0.25,0.12,0.05,0.11,0.09,0.28,0.72,0.65,0.13,0.15,0.34
tract,NA,NA,09001072200,79.5,0.28,0.14,0.06,0.11,0.1,0.3,0.73,0.64,0.13,0.14,0.33
tract,NA,NA,09001072300,79.6,0.27,0.12,0.05,0.12,0.1,0.28,0.71,0.61,0.15,0.16,0.36
tract,NA,NA,09001072400,77.5,0.26,0.12,0.04,0.12,0.1,0.28,0.72,0.6,0.16,0.16,0.37
tract,NA,NA,09001072500,78.2,0.24,0.11,0.05,0.11,0.09,0.28,0.73,0.68,0.11,0.14,0.34
tract,NA,NA,09001072600,78.7,0.24,0.11,0.05,0.11,0.08,0.26,0.72,0.69,0.09,0.12,0.32
