level,city,town,name,Any disability_2023,Mobility disability_2023,Coronary heart disease_2023,Current asthma_2023,Diabetes_2023,High blood pressure_2023,Annual checkup_2023,Dental visit_2022,Health insurance_2023
tract,NA,NA,09170194201,0.185,0.078,0.052,0.098,0.079,0.307,0.826,0.837,0.037
tract,NA,NA,09170194202,0.19,0.082,0.055,0.099,0.081,0.316,0.831,0.794,0.038
tract,NA,NA,09170361401,0.221,0.047,0.023,0.105,0.041,0.16,0.734,0.69,0.075
tract,NA,NA,09170361402,0.223,0.026,0.009,0.107,0.018,0.103,0.709,0.675,0.078
tract,NA,NA,09170361500,0.307,0.108,0.044,0.124,0.093,0.269,0.763,0.625,0.124
tract,NA,NA,09180690300,0.368,0.169,0.065,0.125,0.137,0.372,0.788,0.539,0.195
tract,NA,NA,09180690400,0.409,0.192,0.072,0.126,0.154,0.382,0.779,0.504,0.243
tract,NA,NA,09180690500,0.362,0.17,0.071,0.127,0.139,0.387,0.797,0.612,0.157
tract,NA,NA,09180690700,0.335,0.146,0.063,0.123,0.123,0.365,0.794,0.659,0.144
tract,NA,NA,09180690800,0.288,0.12,0.055,0.115,0.105,0.338,0.799,0.669,0.123
tract,NA,NA,09180690900,0.256,0.101,0.055,0.114,0.084,0.319,0.812,0.75,0.07
tract,NA,NA,09180693300,0.257,0.11,0.063,0.111,0.09,0.354,0.833,0.75,0.056
tract,NA,NA,09180693400,0.307,0.14,0.073,0.116,0.111,0.381,0.826,0.731,0.082
tract,NA,NA,09180693500,0.268,0.12,0.069,0.114,0.1,0.372,0.836,0.795,0.055
tract,NA,NA,09180693600,0.283,0.121,0.063,0.117,0.098,0.35,0.811,0.737,0.08
tract,NA,NA,09180693700,0.245,0.1,0.057,0.109,0.086,0.336,0.825,0.786,0.056
tract,NA,NA,09180695201,0.292,0.129,0.069,0.117,0.104,0.37,0.819,0.723,0.072
tract,NA,NA,09180695202,0.259,0.105,0.055,0.117,0.086,0.329,0.808,0.757,0.069
tract,NA,NA,09180696100,0.319,0.137,0.065,0.124,0.106,0.357,0.801,0.686,0.105
tract,NA,NA,09180696200,0.272,0.113,0.059,0.115,0.093,0.342,0.814,0.726,0.073
tract,NA,NA,09180696300,0.29,0.13,0.069,0.116,0.102,0.37,0.827,0.735,0.075
tract,NA,NA,09180696401,0.364,0.165,0.068,0.13,0.129,0.375,0.794,0.56,0.159
tract,NA,NA,09180696500,0.299,0.127,0.061,0.121,0.102,0.348,0.802,0.699,0.096
tract,NA,NA,09180696600,0.287,0.126,0.062,0.112,0.108,0.353,0.811,0.703,0.092
tract,NA,NA,09180696701,0.386,0.189,0.079,0.129,0.151,0.4,0.799,0.592,0.152
tract,NA,NA,09180696800,0.33,0.136,0.054,0.126,0.111,0.335,0.782,0.578,0.149
tract,NA,NA,09180697000,0.34,0.152,0.067,0.125,0.119,0.363,0.796,0.642,0.133
tract,NA,NA,09180700100,0.271,0.115,0.064,0.117,0.094,0.353,0.821,0.746,0.06
tract,NA,NA,09180701100,0.253,0.101,0.054,0.116,0.086,0.326,0.81,0.727,0.065
tract,NA,NA,09180701200,0.262,0.108,0.058,0.115,0.09,0.336,0.811,0.745,0.066
tract,NA,NA,09180702100,0.253,0.106,0.058,0.112,0.09,0.339,0.818,0.743,0.062
tract,NA,NA,09180702300,0.267,0.099,0.05,0.115,0.075,0.293,0.789,0.736,0.078
tract,NA,NA,09180702400,0.257,0.099,0.05,0.115,0.085,0.31,0.793,0.714,0.077
tract,NA,NA,09180702500,0.349,0.146,0.06,0.129,0.111,0.336,0.78,0.6,0.151
tract,NA,NA,09180702600,0.241,0.104,0.064,0.107,0.09,0.364,0.848,0.804,0.043
tract,NA,NA,09180702700,0.3,0.127,0.068,0.112,0.099,0.347,0.803,0.704,0.089
tract,NA,NA,09180702800,0.294,0.127,0.062,0.118,0.104,0.35,0.807,0.71,0.095
tract,NA,NA,09180702900,0.24,0.105,0.07,0.104,0.093,0.383,0.861,0.842,0.037
tract,NA,NA,09180703000,0.232,0.098,0.063,0.106,0.086,0.359,0.849,0.821,0.04
tract,NA,NA,09180705101,0.245,0.101,0.057,0.113,0.083,0.332,0.821,0.777,0.056
tract,NA,NA,09180705102,0.291,0.127,0.067,0.12,0.099,0.36,0.815,0.717,0.069
tract,NA,NA,09180705200,0.259,0.118,0.075,0.11,0.102,0.396,0.858,0.802,0.041
tract,NA,NA,09180705300,0.272,0.122,0.079,0.103,0.096,0.398,0.862,0.823,0.044
tract,NA,NA,09180705400,0.237,0.1,0.061,0.111,0.09,0.355,0.837,0.776,0.045
tract,NA,NA,09180707100,0.266,0.114,0.064,0.115,0.095,0.358,0.823,0.794,0.058
tract,NA,NA,09180709100,0.273,0.115,0.061,0.119,0.093,0.35,0.814,0.748,0.063
tract,NA,NA,09180709200,0.32,0.137,0.064,0.127,0.103,0.351,0.794,0.661,0.095
tract,NA,NA,09180710100,0.298,0.13,0.068,0.12,0.102,0.367,0.813,0.72,0.072
tract,NA,NA,09180711100,0.306,0.132,0.066,0.124,0.1,0.354,0.8,0.705,0.085
tract,NA,NA,09180712100,0.29,0.127,0.069,0.117,0.1,0.367,0.82,0.742,0.067
tract,NA,NA,09180713100,0.287,0.126,0.069,0.117,0.1,0.369,0.821,0.773,0.063
tract,NA,NA,09180714101,0.283,0.119,0.062,0.118,0.091,0.343,0.811,0.748,0.07
tract,NA,NA,09180714103,0.229,0.089,0.048,0.115,0.077,0.309,0.809,0.787,0.053
tract,NA,NA,09180714104,0.235,0.096,0.055,0.112,0.083,0.329,0.824,0.762,0.053
tract,NA,NA,09180715100,0.226,0.089,0.051,0.112,0.08,0.318,0.816,0.782,0.05
tract,NA,NA,09180716101,0.272,0.116,0.06,0.12,0.091,0.34,0.826,0.699,0.07
tract,NA,NA,09180716102,0.234,0.097,0.055,0.109,0.088,0.332,0.826,0.787,0.052
tract,NA,NA,09180800300,0.39,0.137,0.055,0.128,0.105,0.278,0.747,0.538,0.174
tract,NA,NA,09180800400,0.333,0.15,0.067,0.109,0.127,0.349,0.777,0.606,0.189
tract,NA,NA,09180800501,0.374,0.188,0.089,0.116,0.149,0.402,0.805,0.629,0.159
tract,NA,NA,09180800502,0.292,0.132,0.071,0.111,0.112,0.37,0.808,0.715,0.092
tract,NA,NA,09180800600,0.376,0.157,0.057,0.11,0.137,0.323,0.74,0.509,0.276
tract,NA,NA,09180800700,0.282,0.115,0.055,0.104,0.105,0.307,0.778,0.64,0.131
tract,NA,NA,09180870100,0.263,0.11,0.06,0.117,0.091,0.344,0.815,0.719,0.063
tract,NA,NA,09180870200,0.268,0.085,0.038,0.121,0.067,0.26,0.76,0.694,0.099
tract,NA,NA,09180870300,0.339,0.101,0.039,0.13,0.079,0.245,0.751,0.587,0.137
tract,NA,NA,09180870501,0.298,0.132,0.067,0.112,0.112,0.362,0.813,0.695,0.086
tract,NA,NA,09180870502,0.308,0.119,0.058,0.111,0.097,0.344,0.77,0.637,0.135
tract,NA,NA,09180870701,0.26,0.115,0.07,0.106,0.096,0.38,0.853,0.805,0.05
tract,NA,NA,09180870703,0.257,0.114,0.069,0.109,0.097,0.377,0.847,0.756,0.049
tract,NA,NA,09180870704,0.255,0.113,0.068,0.11,0.093,0.374,0.85,0.802,0.045
tract,NA,NA,09180980000,0.259,0.034,0.015,0.095,0.023,0.157,0.655,0.612,0.122
tract,NA,NA,09190010101,0.19,0.082,0.056,0.092,0.078,0.299,0.816,0.829,0.05
tract,NA,NA,09190010102,0.166,0.069,0.048,0.091,0.072,0.275,0.809,0.823,0.045
tract,NA,NA,09190010201,0.198,0.087,0.053,0.094,0.08,0.287,0.805,0.805,0.058
tract,NA,NA,09190010202,0.178,0.076,0.048,0.094,0.077,0.278,0.802,0.784,0.056
tract,NA,NA,09190010300,0.155,0.062,0.043,0.092,0.065,0.26,0.803,0.842,0.041
tract,NA,NA,09190010400,0.196,0.085,0.051,0.096,0.08,0.284,0.795,0.792,0.07
tract,NA,NA,09190010500,0.238,0.11,0.056,0.101,0.101,0.3,0.78,0.678,0.12
tract,NA,NA,09190010600,0.195,0.087,0.057,0.092,0.085,0.305,0.816,0.788,0.055
tract,NA,NA,09190010700,0.263,0.135,0.077,0.1,0.117,0.357,0.817,0.735,0.089
tract,NA,NA,09190010800,0.181,0.078,0.048,0.096,0.076,0.278,0.799,0.808,0.056
tract,NA,NA,09190010900,0.171,0.072,0.045,0.092,0.074,0.269,0.801,0.819,0.055
tract,NA,NA,09190011000,0.156,0.064,0.042,0.093,0.068,0.262,0.801,0.826,0.043
tract,NA,NA,09190011100,0.155,0.062,0.041,0.091,0.064,0.252,0.797,0.839,0.046
tract,NA,NA,09190011200,0.188,0.081,0.057,0.093,0.08,0.3,0.816,0.8,0.046
tract,NA,NA,09190011300,0.214,0.094,0.051,0.095,0.087,0.278,0.777,0.73,0.119
tract,NA,NA,09190020101,0.2,0.066,0.034,0.096,0.059,0.208,0.735,0.7,0.105
tract,NA,NA,09190020102,0.193,0.072,0.038,0.093,0.07,0.235,0.748,0.716,0.094
tract,NA,NA,09190020200,0.167,0.07,0.049,0.092,0.074,0.283,0.811,0.835,0.044
tract,NA,NA,09190020301,0.184,0.08,0.051,0.095,0.08,0.289,0.804,0.82,0.054
tract,NA,NA,09190020302,0.193,0.087,0.058,0.094,0.087,0.311,0.815,0.819,0.053
tract,NA,NA,09190020400,0.198,0.088,0.055,0.095,0.083,0.295,0.803,0.783,0.065
tract,NA,NA,09190020500,0.214,0.098,0.06,0.096,0.088,0.313,0.811,0.786,0.066
tract,NA,NA,09190020600,0.183,0.077,0.046,0.093,0.077,0.271,0.791,0.804,0.072
tract,NA,NA,09190020700,0.199,0.088,0.056,0.094,0.083,0.301,0.806,0.815,0.061
tract,NA,NA,09190020800,0.176,0.074,0.048,0.092,0.075,0.277,0.798,0.805,0.056
tract,NA,NA,09190020900,0.236,0.104,0.052,0.102,0.094,0.289,0.77,0.696,0.118
tract,NA,NA,09190021000,0.194,0.082,0.047,0.094,0.08,0.275,0.783,0.771,0.081
tract,NA,NA,09190021100,0.239,0.105,0.051,0.1,0.093,0.279,0.76,0.673,0.141
tract,NA,NA,09190021200,0.202,0.09,0.053,0.096,0.086,0.294,0.799,0.795,0.072
tract,NA,NA,09190021300,0.208,0.088,0.044,0.094,0.086,0.272,0.771,0.746,0.119
tract,NA,NA,09190021401,0.284,0.127,0.049,0.099,0.118,0.291,0.742,0.561,0.247
tract,NA,NA,09190021402,0.322,0.166,0.076,0.109,0.131,0.361,0.792,0.608,0.189
tract,NA,NA,09190021501,0.275,0.118,0.043,0.104,0.108,0.283,0.737,0.582,0.239
tract,NA,NA,09190021502,0.305,0.137,0.05,0.107,0.118,0.298,0.736,0.537,0.269
tract,NA,NA,09190021601,0.202,0.075,0.037,0.097,0.074,0.237,0.746,0.692,0.11
tract,NA,NA,09190021602,0.17,0.06,0.033,0.087,0.058,0.213,0.754,0.735,0.08
tract,NA,NA,09190021701,0.239,0.101,0.045,0.099,0.092,0.269,0.752,0.63,0.148
tract,NA,NA,09190021702,0.192,0.068,0.035,0.097,0.067,0.225,0.749,0.725,0.083
tract,NA,NA,09190021801,0.231,0.103,0.051,0.097,0.096,0.288,0.773,0.704,0.134
tract,NA,NA,09190021802,0.263,0.123,0.056,0.102,0.111,0.31,0.773,0.673,0.164
tract,NA,NA,09190021900,0.211,0.087,0.044,0.096,0.084,0.262,0.764,0.712,0.13
tract,NA,NA,09190022000,0.236,0.104,0.048,0.101,0.099,0.285,0.767,0.694,0.145
tract,NA,NA,09190022101,0.311,0.141,0.054,0.099,0.125,0.293,0.731,0.57,0.295
tract,NA,NA,09190022102,0.241,0.106,0.052,0.095,0.095,0.286,0.767,0.69,0.164
tract,NA,NA,09190022201,0.196,0.061,0.026,0.097,0.059,0.197,0.716,0.688,0.133
tract,NA,NA,09190022202,0.18,0.056,0.025,0.096,0.054,0.193,0.718,0.719,0.118
tract,NA,NA,09190022300,0.211,0.084,0.039,0.096,0.082,0.257,0.756,0.668,0.145
tract,NA,NA,09190022400,0.169,0.071,0.047,0.094,0.072,0.276,0.803,0.81,0.049
tract,NA,NA,09190030100,0.146,0.057,0.039,0.092,0.06,0.244,0.794,0.855,0.039
tract,NA,NA,09190030200,0.147,0.058,0.039,0.093,0.061,0.247,0.797,0.832,0.039
tract,NA,NA,09190030300,0.153,0.061,0.042,0.094,0.064,0.257,0.801,0.846,0.039
tract,NA,NA,09190030400,0.174,0.073,0.045,0.094,0.071,0.266,0.797,0.813,0.051
tract,NA,NA,09190030500,0.158,0.063,0.039,0.096,0.064,0.247,0.787,0.813,0.046
tract,NA,NA,09190035101,0.19,0.083,0.05,0.096,0.078,0.283,0.802,0.816,0.062
tract,NA,NA,09190035102,0.182,0.078,0.052,0.095,0.074,0.29,0.815,0.831,0.044
tract,NA,NA,09190035200,0.16,0.066,0.044,0.095,0.067,0.262,0.8,0.82,0.042
tract,NA,NA,09190035300,0.16,0.065,0.044,0.092,0.065,0.262,0.802,0.835,0.041
tract,NA,NA,09190035400,0.155,0.064,0.042,0.093,0.066,0.257,0.801,0.832,0.043
tract,NA,NA,09190042500,0.195,0.085,0.055,0.094,0.08,0.299,0.807,0.795,0.058
tract,NA,NA,09190042600,0.218,0.1,0.058,0.097,0.093,0.314,0.799,0.749,0.079
tract,NA,NA,09190042700,0.22,0.093,0.049,0.1,0.083,0.275,0.77,0.757,0.104
tract,NA,NA,09190042800,0.232,0.107,0.058,0.1,0.097,0.31,0.792,0.744,0.1
tract,NA,NA,09190042900,0.174,0.075,0.049,0.093,0.075,0.285,0.81,0.811,0.05
tract,NA,NA,09190043000,0.241,0.113,0.063,0.101,0.099,0.32,0.792,0.693,0.098
tract,NA,NA,09190043100,0.187,0.08,0.048,0.094,0.077,0.278,0.797,0.797,0.072
tract,NA,NA,09190043200,0.292,0.143,0.065,0.109,0.119,0.327,0.774,0.643,0.178
tract,NA,NA,09190043300,0.198,0.081,0.042,0.094,0.082,0.261,0.772,0.751,0.114
tract,NA,NA,09190043400,0.217,0.088,0.04,0.097,0.085,0.258,0.754,0.687,0.154
tract,NA,NA,09190043500,0.245,0.114,0.061,0.1,0.101,0.312,0.784,0.712,0.117
tract,NA,NA,09190043600,0.225,0.1,0.055,0.097,0.09,0.296,0.785,0.748,0.109
tract,NA,NA,09190043700,0.196,0.071,0.033,0.099,0.07,0.228,0.742,0.711,0.116
tract,NA,NA,09190043800,0.24,0.106,0.047,0.099,0.1,0.282,0.761,0.69,0.156
tract,NA,NA,09190043900,0.236,0.108,0.056,0.1,0.097,0.304,0.784,0.72,0.123
tract,NA,NA,09190044000,0.27,0.121,0.051,0.102,0.111,0.297,0.753,0.634,0.201
tract,NA,NA,09190044100,0.223,0.09,0.043,0.098,0.09,0.268,0.749,0.649,0.133
tract,NA,NA,09190044200,0.255,0.113,0.054,0.1,0.096,0.288,0.761,0.641,0.162
tract,NA,NA,09190044300,0.192,0.081,0.048,0.095,0.078,0.279,0.79,0.784,0.078
tract,NA,NA,09190044400,0.281,0.13,0.055,0.107,0.116,0.314,0.764,0.628,0.186
tract,NA,NA,09190044500,0.282,0.127,0.048,0.103,0.12,0.303,0.749,0.6,0.235
tract,NA,NA,09190044600,0.157,0.065,0.045,0.094,0.068,0.276,0.811,0.836,0.037
tract,NA,NA,09190045101,0.162,0.066,0.044,0.094,0.068,0.265,0.799,0.85,0.044
tract,NA,NA,09190045102,0.171,0.071,0.045,0.094,0.072,0.265,0.793,0.8,0.051
tract,NA,NA,09190045200,0.213,0.098,0.061,0.093,0.083,0.317,0.823,0.838,0.056
tract,NA,NA,09190045300,0.157,0.065,0.043,0.093,0.068,0.268,0.809,0.829,0.038
tract,NA,NA,09190045400,0.169,0.071,0.045,0.092,0.07,0.268,0.803,0.834,0.046
tract,NA,NA,09190050100,0.151,0.062,0.044,0.091,0.067,0.268,0.811,0.847,0.037
tract,NA,NA,09190050200,0.173,0.076,0.048,0.093,0.074,0.281,0.81,0.817,0.048
tract,NA,NA,09190050301,0.171,0.073,0.047,0.094,0.073,0.279,0.81,0.791,0.046
tract,NA,NA,09190050302,0.174,0.074,0.047,0.095,0.073,0.274,0.801,0.82,0.049
tract,NA,NA,09190050400,0.178,0.076,0.05,0.094,0.073,0.28,0.801,0.831,0.052
tract,NA,NA,09190050500,0.17,0.073,0.048,0.095,0.074,0.28,0.81,0.824,0.044
tract,NA,NA,09190050600,0.176,0.076,0.051,0.094,0.075,0.291,0.819,0.832,0.042
tract,NA,NA,09190055100,0.161,0.066,0.044,0.094,0.07,0.267,0.803,0.826,0.044
tract,NA,NA,09190055200,0.156,0.065,0.045,0.093,0.069,0.271,0.81,0.823,0.038
tract,NA,NA,09190200100,0.237,0.103,0.052,0.106,0.09,0.288,0.768,0.714,0.104
tract,NA,NA,09190200200,0.244,0.111,0.059,0.104,0.094,0.302,0.78,0.718,0.108
tract,NA,NA,09190200301,0.206,0.089,0.053,0.097,0.08,0.288,0.792,0.798,0.075
tract,NA,NA,09190200302,0.197,0.084,0.051,0.099,0.079,0.286,0.79,0.787,0.066
tract,NA,NA,09190205100,0.209,0.09,0.052,0.1,0.081,0.288,0.787,0.769,0.073
tract,NA,NA,09190205200,0.188,0.08,0.051,0.097,0.077,0.286,0.799,0.8,0.055
tract,NA,NA,09190205300,0.209,0.093,0.054,0.099,0.084,0.295,0.795,0.788,0.07
tract,NA,NA,09190210101,0.257,0.1,0.042,0.101,0.09,0.247,0.722,0.709,0.204
tract,NA,NA,09190210102,0.387,0.197,0.08,0.114,0.148,0.346,0.74,0.514,0.291
tract,NA,NA,09190210201,0.313,0.134,0.055,0.11,0.111,0.287,0.725,0.567,0.242
tract,NA,NA,09190210202,0.302,0.115,0.042,0.106,0.098,0.243,0.701,0.609,0.274
tract,NA,NA,09190210300,0.272,0.114,0.051,0.105,0.097,0.275,0.739,0.619,0.186
tract,NA,NA,09190210401,0.245,0.105,0.049,0.105,0.096,0.283,0.76,0.689,0.145
tract,NA,NA,09190210402,0.228,0.099,0.05,0.1,0.093,0.281,0.768,0.695,0.124
tract,NA,NA,09190210501,0.203,0.086,0.051,0.096,0.082,0.281,0.785,0.709,0.098
tract,NA,NA,09190210502,0.198,0.085,0.05,0.098,0.082,0.287,0.791,0.757,0.074
tract,NA,NA,09190210600,0.274,0.124,0.056,0.102,0.107,0.295,0.755,0.63,0.195
tract,NA,NA,09190210701,0.31,0.138,0.058,0.102,0.115,0.289,0.733,0.581,0.265
tract,NA,NA,09190210702,0.252,0.104,0.046,0.103,0.093,0.266,0.739,0.666,0.18
tract,NA,NA,09190210800,0.215,0.085,0.044,0.103,0.077,0.254,0.762,0.72,0.103
tract,NA,NA,09190210900,0.2,0.085,0.05,0.097,0.08,0.279,0.787,0.762,0.083
tract,NA,NA,09190211000,0.245,0.111,0.058,0.102,0.099,0.304,0.777,0.693,0.122
tract,NA,NA,09190211100,0.219,0.077,0.033,0.099,0.072,0.252,0.71,0.647,0.17
tract,NA,NA,09190211201,0.29,0.138,0.067,0.106,0.108,0.32,0.771,0.677,0.152
tract,NA,NA,09190211202,0.229,0.1,0.055,0.102,0.091,0.296,0.779,0.727,0.102
tract,NA,NA,09190211300,0.223,0.099,0.056,0.102,0.089,0.303,0.789,0.753,0.088
tract,NA,NA,09190211400,0.243,0.114,0.063,0.103,0.099,0.319,0.793,0.714,0.098
tract,NA,NA,09190220100,0.212,0.092,0.054,0.1,0.083,0.292,0.785,0.753,0.072
tract,NA,NA,09190220200,0.205,0.087,0.053,0.099,0.078,0.287,0.789,0.779,0.067
tract,NA,NA,09190220300,0.224,0.101,0.06,0.101,0.09,0.31,0.793,0.769,0.074
tract,NA,NA,09190230100,0.215,0.096,0.059,0.098,0.084,0.305,0.799,0.772,0.064
tract,NA,NA,09190230200,0.186,0.079,0.051,0.097,0.075,0.284,0.8,0.828,0.052
tract,NA,NA,09190230300,0.186,0.079,0.05,0.097,0.075,0.282,0.796,0.786,0.054
tract,NA,NA,09190230400,0.194,0.082,0.05,0.098,0.077,0.284,0.79,0.771,0.062
tract,NA,NA,09190230501,0.185,0.078,0.046,0.101,0.077,0.274,0.786,0.777,0.056
tract,NA,NA,09190230502,0.215,0.093,0.054,0.098,0.082,0.296,0.783,0.762,0.082
tract,NA,NA,09190240100,0.2,0.089,0.06,0.094,0.08,0.308,0.815,0.817,0.051
tract,NA,NA,09190240200,0.175,0.075,0.052,0.095,0.076,0.292,0.81,0.825,0.044
tract,NA,NA,09190245100,0.162,0.067,0.044,0.095,0.067,0.265,0.801,0.819,0.044
tract,NA,NA,09190245200,0.195,0.085,0.054,0.096,0.078,0.293,0.806,0.791,0.052
tract,NA,NA,09190245300,0.197,0.086,0.053,0.095,0.079,0.292,0.804,0.795,0.059
tract,NA,NA,09190245400,0.156,0.063,0.043,0.093,0.066,0.262,0.802,0.842,0.042
tract,NA,NA,09190245500,0.159,0.065,0.045,0.093,0.067,0.271,0.81,0.851,0.036
tract,NA,NA,09190245600,0.175,0.075,0.048,0.097,0.075,0.279,0.801,0.801,0.048
tract,NA,NA,09190250100,0.219,0.102,0.066,0.102,0.09,0.325,0.84,0.782,0.042
tract,NA,NA,09190253100,0.281,0.131,0.063,0.115,0.101,0.308,0.789,0.68,0.102
tract,NA,NA,09190253200,0.2,0.085,0.048,0.103,0.078,0.268,0.806,0.775,0.057
tract,NA,NA,09190253400,0.222,0.099,0.056,0.106,0.088,0.293,0.811,0.744,0.062
tract,NA,NA,09190253500,0.259,0.124,0.067,0.112,0.103,0.324,0.811,0.702,0.07
tract,NA,NA,09190257100,0.196,0.087,0.058,0.097,0.082,0.309,0.812,0.785,0.051
tract,NA,NA,09190425700,0.236,0.102,0.052,0.108,0.086,0.28,0.791,0.716,0.083
